rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,speedX,speedY,speedZ
1625329724516465940,,18,,1625329724,378055381,"""base_link""",0.0,0.0,0.0
1625329724637116215,,19,,1625329724,636855956,"""base_link""",0.0,0.0,0.0
1625329724806768811,,20,,1625329724,806567985,"""base_link""",0.0,0.0,0.0
1625329725042662469,,21,,1625329725,42518471,"""base_link""",0.0,0.0,0.0
1625329725237174075,,22,,1625329725,236685291,"""base_link""",0.0,0.0,0.0
1625329725452845478,,23,,1625329725,452489011,"""base_link""",0.0,0.0,0.0
1625329725711965962,,24,,1625329725,711834162,"""base_link""",0.0,0.0,0.0
1625329725885231669,,25,,1625329725,884577981,"""base_link""",0.0,0.0,0.0
1625329726128409954,,26,,1625329726,128236458,"""base_link""",0.0,0.0,0.0
1625329726314058669,,27,,1625329726,313904186,"""base_link""",0.0,0.0,0.0
1625329726529832919,,28,,1625329726,529435633,"""base_link""",0.0,0.0,0.0
1625329726794884697,,29,,1625329726,794693417,"""base_link""",0.0,0.0,0.0
1625329726958652391,,30,,1625329726,958481411,"""base_link""",0.0,0.0,0.0
1625329727197074815,,31,,1625329727,196901213,"""base_link""",0.0,0.0,0.0
1625329727388326732,,32,,1625329727,388164597,"""base_link""",0.0,0.0,0.0
1625329727603331058,,33,,1625329727,603120426,"""base_link""",0.0,0.0,0.0
1625329727864222371,,34,,1625329727,864030139,"""base_link""",0.0,0.0,0.0
1625329728032795680,,35,,1625329728,32531773,"""base_link""",0.0,0.0,0.0
1625329728270764282,,36,,1625329728,270477656,"""base_link""",0.0,0.0,0.0
1625329728465111376,,37,,1625329728,464938161,"""base_link""",0.0,0.0,0.0
1625329728681269279,,38,,1625329728,681116664,"""base_link""",0.0,0.0,0.0
1625329728941356871,,39,,1625329728,941019050,"""base_link""",0.0,0.0,0.0
1625329729113063939,,40,,1625329729,112894424,"""base_link""",0.0,0.0,0.0
1625329729357908692,,41,,1625329729,357617362,"""base_link""",0.0,0.0,0.0
1625329729543714719,,42,,1625329729,543565911,"""base_link""",0.0,0.0,0.0
1625329729759073810,,43,,1625329729,758836557,"""base_link""",0.0,0.0,0.0
1625329730026073672,,44,,1625329730,25878748,"""base_link""",0.0,0.0,0.0
1625329730191613400,,45,,1625329730,191440702,"""base_link""",0.0,0.0,0.0
1625329730432852364,,46,,1625329730,432692290,"""base_link""",0.0,0.0,0.0
1625329730626026267,,47,,1625329730,625772593,"""base_link""",0.0,0.0,0.0
1625329730843040054,,48,,1625329730,842823336,"""base_link""",0.0,0.0,0.0
1625329731104317821,,49,,1625329731,104134825,"""base_link""",0.0,0.0,0.0
1625329731274512416,,50,,1625329731,274336041,"""base_link""",0.0,0.0,0.0
1625329731511899453,,51,,1625329731,511675893,"""base_link""",0.0,0.0,0.0
1625329731705808618,,52,,1625329731,705624487,"""base_link""",0.0,0.0,0.0
1625329731921447694,,53,,1625329731,921255781,"""base_link""",0.0,0.0,0.0
1625329732182022983,,54,,1625329732,181897285,"""base_link""",0.0,0.0,0.0
1625329732355238022,,55,,1625329732,355016129,"""base_link""",0.0,0.0,0.0
1625329732601190640,,56,,1625329732,601014907,"""base_link""",0.0,0.0,0.0
1625329732788990333,,57,,1625329732,788637675,"""base_link""",0.0,0.0,0.0
1625329733005646392,,58,,1625329733,5468357,"""base_link""",0.0,0.0,0.0
1625329733275078424,,59,,1625329733,274892489,"""base_link""",0.0,0.0,0.0
1625329733437990508,,60,,1625329733,437631317,"""base_link""",0.0,0.0,0.0
1625329733678092291,,61,,1625329733,677928576,"""base_link""",-7.899415504653007e-05,-1.0976191333611496e-05,-0.10915280133485794
1625329733870199094,,62,,1625329733,869949355,"""base_link""",8.623082976555452e-06,-6.929007213329896e-06,-0.4676944613456726
1625329734087239892,,63,,1625329734,86985743,"""base_link""",1.9943241568398662e-05,3.18577658617869e-05,-0.8159459829330444
1625329734358344138,,64,,1625329734,358182571,"""base_link""",-2.716696326388046e-05,-4.165858990745619e-05,-0.8804121613502502
1625329734520600629,,65,,1625329734,520321549,"""base_link""",1.6623449482722208e-05,1.6306974430335686e-05,-0.8678113222122192
1625329734777551147,,66,,1625329734,777368639,"""base_link""",5.2905721531715244e-05,1.3514870261133183e-05,-0.6394050717353821
1625329734954084416,,67,,1625329734,953798655,"""base_link""",4.138894655625336e-05,3.6501220165519044e-05,-0.43273961544036865
1625329735186721989,,68,,1625329735,186437710,"""base_link""",-2.2928878024686128e-05,1.1905576684512198e-05,-0.27150958776474
1625329735478237320,,69,,1625329735,478060756,"""base_link""",3.2647592888679355e-05,1.9023529603146017e-05,-0.1809207946062088
1625329735651637687,,70,,1625329735,651453728,"""base_link""",-0.00017329225374851376,-0.00017345511878374964,-0.07434920221567154
1625329735908988360,,71,,1625329735,908798950,"""base_link""",-0.00015119843010324985,-0.00011531323980307207,-0.06774002313613892
1625329736131581315,,72,,1625329736,131412988,"""base_link""",6.957329605938867e-05,3.292711335234344e-05,-0.07117829471826553
1625329736379085237,,73,,1625329736,378909575,"""base_link""",0.00011806431575678289,5.855624840478413e-05,-0.06973280757665634
1625329736676591333,,74,,1625329736,676329085,"""base_link""",0.00010214820940745994,7.408384408336133e-05,-0.06568663567304611
1625329736874549140,,75,,1625329736,874207391,"""base_link""",5.0688144256128e-05,1.3850977666152176e-05,-0.06033509224653244
