rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,speedX,speedY,speedZ
1625329719961409210,,0,,1625329719,961065023,"""base_link""",0.0,0.0,0.0
1625329720199387958,,1,,1625329720,199061504,"""base_link""",0.0,0.0,0.0
1625329720393831187,,2,,1625329720,393597792,"""base_link""",0.0,0.0,0.0
1625329720610141305,,3,,1625329720,609979001,"""base_link""",0.0,0.0,0.0
1625329720871011806,,4,,1625329720,870760939,"""base_link""",0.0,0.0,0.0
1625329721043423554,,5,,1625329721,43236383,"""base_link""",0.0,0.0,0.0
